method,debug_probe,mean_f1,ci_low,ci_high,delta_vs_u5,delta_vs_random_cov,delta_vs_bank_random,delta_vs_latent_flow,delta_vs_task_guided_flow,delta_vs_wdba,lc_valid_candidate_rate,lc_no_valid_fallback_rate,lc_bad_margin_mass,lc_wrong_pred_mass,lc_sampling_entropy,lc_sampling_effective_support,lc_kl_lc_vs_geo,lc_margin_mean,lc_margin_std,lc_margin_target_mean,lc_weight_top1_mass,latent_generated_direction_pairwise_cosine_mean,latent_effective_aug_multiplier,latent_train_mse_mean,latent_train_pred_target_cosine_mean,bridge_success_rate,gamma_used_ratio_mean,gamma_used_ratio_mean_audit,safe_clip_rate,transport_error_logeuc_mean,seed_wins_vs_u5,seed_ties_vs_u5,seed_losses_vs_u5,dataset_wins_vs_u5,dataset_ties_vs_u5,dataset_losses_vs_u5,paired_delta_vs_u5_mean,paired_delta_vs_u5_ci_low,paired_delta_vs_u5_ci_high,wilcoxon_p_vs_u5,seed_wins_vs_random_cov,seed_ties_vs_random_cov,seed_losses_vs_random_cov,dataset_wins_vs_random_cov,dataset_ties_vs_random_cov,dataset_losses_vs_random_cov,paired_delta_vs_random_cov_mean,paired_delta_vs_random_cov_ci_low,paired_delta_vs_random_cov_ci_high,wilcoxon_p_vs_random_cov,seed_wins_vs_bank_random,seed_ties_vs_bank_random,seed_losses_vs_bank_random,dataset_wins_vs_bank_random,dataset_ties_vs_bank_random,dataset_losses_vs_bank_random,paired_delta_vs_bank_random_mean,paired_delta_vs_bank_random_ci_low,paired_delta_vs_bank_random_ci_high,wilcoxon_p_vs_bank_random,seed_wins_vs_latent_flow,seed_ties_vs_latent_flow,seed_losses_vs_latent_flow,dataset_wins_vs_latent_flow,dataset_ties_vs_latent_flow,dataset_losses_vs_latent_flow,paired_delta_vs_latent_flow_mean,paired_delta_vs_latent_flow_ci_low,paired_delta_vs_latent_flow_ci_high,wilcoxon_p_vs_latent_flow,seed_wins_vs_task_guided_flow,seed_ties_vs_task_guided_flow,seed_losses_vs_task_guided_flow,dataset_wins_vs_task_guided_flow,dataset_ties_vs_task_guided_flow,dataset_losses_vs_task_guided_flow,paired_delta_vs_task_guided_flow_mean,paired_delta_vs_task_guided_flow_ci_low,paired_delta_vs_task_guided_flow_ci_high,wilcoxon_p_vs_task_guided_flow,seed_wins_vs_wdba,seed_ties_vs_wdba,seed_losses_vs_wdba,dataset_wins_vs_wdba,dataset_ties_vs_wdba,dataset_losses_vs_wdba,paired_delta_vs_wdba_mean,paired_delta_vs_wdba_ci_low,paired_delta_vs_wdba_ci_high,wilcoxon_p_vs_wdba
task_guided_latent_residual_flow,False,0.9450587989907948,0.9171768917962876,0.9702348635723271,0.002663724884894747,0.004347627012827648,0.016438787044848358,0.006413581507685673,0.0,0.005439508380638447,,,,,,,,,,,,0.1193669131420329,10.0,0.030049269605013997,0.869274463918474,1.0,,1.0,0.0,1.7911650526885525,5,0,4,2,0,1,0.0026637248848945497,-0.0018693492310366596,0.007600297338190378,0.359375,5,0,4,2,0,1,0.004347627012827525,-0.004150512008619933,0.013464152885487279,0.42578125,7,0,2,3,0,0,0.01643878704484815,0.004969956940899375,0.029983012321112803,0.0390625,6,1,2,2,0,1,0.0064135815076855,-0.002596381255812545,0.01374989758489573,0.1484375,0,9,0,0,3,0,0.0,0.0,0.0,,5,0,4,2,0,1,0.005439508380638163,-0.007022779342621177,0.016770232747575383,0.42578125
csta_topk_uniform_top5,False,0.9423950741059001,0.9150021881709177,0.9667354363292608,0.0,0.0016839021279329014,0.01377506215995361,0.003749856622790926,-0.002663724884894747,0.0027757834957437,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.7887044817008326,0,9,0,0,3,0,0.0,0.0,0.0,,3,1,5,2,0,1,0.0016839021279329753,-0.003475781143036486,0.007614705853875463,0.7421875,9,0,0,3,0,0,0.013775062159953598,0.005872297642338369,0.02371701849461504,0.00390625,5,0,4,2,0,1,0.0037498566227909505,-0.0035403147443798222,0.01081226514122638,0.42578125,4,0,5,1,0,2,-0.0026637248848945497,-0.007600297338190384,0.0018693492310366561,0.359375,6,0,3,2,0,1,0.0027757834957436137,-0.006875571274236202,0.011475183681046936,0.65234375
random_cov_state,False,0.9407111719779672,0.912461746890058,0.9671665342466348,-0.0016839021279329014,0.0,0.012091160032020709,0.0020659544948580244,-0.004347627012827648,0.0010918813678107986,,,,,,,,,,,,,,,,,,,,1.788652071918718,5,1,3,1,0,2,-0.0016839021279329753,-0.007614705853875464,0.003475781143036484,0.7421875,0,9,0,0,3,0,0.0,0.0,0.0,,8,0,1,3,0,0,0.012091160032020622,0.003329428048467,0.021459954128751204,0.01953125,5,0,4,3,0,0,0.002065954494857975,-0.008576902629387186,0.012433028796608382,0.734375,4,0,5,1,0,2,-0.004347627012827525,-0.013464152885487291,0.004150512008619933,0.42578125,5,0,4,2,0,1,0.0010918813678106381,-0.01163393399648234,0.012456394256557547,0.734375
wdba_sameclass,False,0.9396192906101564,0.917565901332391,0.9597446067956532,-0.0027757834957437,-0.0010918813678107986,0.01099927866420991,0.0009740731270472258,-0.005439508380638447,0.0,,,,,,,,,,,,,,,,,,,,,3,0,6,1,0,2,-0.0027757834957436137,-0.011475183681046941,0.006875571274236197,0.65234375,4,0,5,1,0,2,-0.0010918813678106381,-0.012456394256557547,0.011633933996482335,0.734375,6,0,3,3,0,0,0.010999278664209985,0.0022481405274325144,0.021309117464588728,0.07421875,4,0,5,1,0,2,0.0009740731270473368,-0.007679508150497042,0.010552559561969035,0.91015625,4,0,5,1,0,2,-0.005439508380638163,-0.016770232747575387,0.007022779342621177,0.42578125,0,9,0,0,3,0,0.0,0.0,0.0,
latent_residual_flow,False,0.9386452174831091,0.9108598161907592,0.9645017163675216,-0.003749856622790926,-0.0020659544948580244,0.010025205537162685,0.0,-0.006413581507685673,-0.0009740731270472258,,,,,,,,,,,,0.1118895515657381,10.0,0.0302280054117242,0.8708180851406522,1.0,,1.0,0.0,1.7909622963681369,4,0,5,1,0,2,-0.0037498566227909505,-0.010812265141226381,0.003540314744379803,0.42578125,4,0,5,0,0,3,-0.002065954494857975,-0.01243302879660839,0.008576902629387184,0.734375,7,0,2,3,0,0,0.010025205537162648,0.0003871299281273222,0.020344889396547296,0.07421875,0,9,0,0,3,0,0.0,0.0,0.0,,2,1,6,1,0,2,-0.0064135815076855,-0.01374989758489574,0.002596381255812534,0.1484375,5,0,4,2,0,1,-0.0009740731270473368,-0.010552559561969037,0.007679508150497041,0.91015625
lc_residual_direct,True,0.936935478783274,0.9059841746013162,0.9656646079180845,-0.005459595322626076,-0.003775693194693175,0.008315466837327534,-0.0017097386998351505,-0.008123320207520823,-0.0026838118268823763,0.9814591161209518,0.017489711934156365,0.017489711934156365,0.017489711934156365,2.9833704015720333,19.903049689252654,0.19674177169500068,3.6626031076639083,1.4351224672963285,3.731127728100363,0.093530829388695,0.5223725241948807,7.851954732510289,0.0,1.0,1.0,,1.0,0.0,1.7987948422364473,2,0,7,1,0,2,-0.005459595322626175,-0.010634476379746127,0.0007506924127246643,0.203125,3,0,6,1,0,2,-0.0037756931946931996,-0.012340923455759677,0.005384269674512013,0.42578125,4,0,5,2,0,1,0.008315466837327423,-0.003499202315427574,0.0234598178317363,0.65234375,4,0,5,1,0,2,-0.0017097386998352244,-0.00915614466783426,0.006847984152566558,0.8203125,1,0,8,0,0,3,-0.008123320207520724,-0.01421565214721563,-0.0012093868656945334,0.0390625,5,0,4,1,0,2,-0.0026838118268825615,-0.01516512703936043,0.008904301370714936,0.734375
dba_sameclass,False,0.9366234043884969,0.9046006819769209,0.9647598445496536,-0.005771669717403172,-0.00408776758947027,0.008003392442550439,-0.002021813094612246,-0.008435394602297919,-0.0029958862216594717,,,,,,,,,,,,,,,,,,,,,3,0,6,1,0,2,-0.005771669717403233,-0.011937341426230794,-4.768153192635247e-05,0.203125,4,0,5,1,0,2,-0.004087767589470258,-0.011511872533041034,0.0029980414103234964,0.42578125,7,0,2,2,0,1,0.008003392442550364,-0.0038211171890266005,0.02146516043038737,0.30078125,3,0,6,1,0,2,-0.0020218130946122828,-0.009857321137647411,0.0064957841903380735,0.65234375,3,0,6,1,0,2,-0.008435394602297783,-0.015928298770094936,-0.00042110148935812906,0.09765625,5,0,4,2,0,1,-0.0029958862216596196,-0.01463572320036431,0.007891950474868958,0.91015625
lc_latent_residual_flow,False,0.9347246146556336,0.9074707116584629,0.9615213469201966,-0.007670459450266454,-0.005986557322333552,0.006104602709687157,-0.003920602827475528,-0.0103341843351612,-0.004894675954522754,0.9814591161209518,0.017489711934156365,0.017489711934156365,0.017489711934156365,2.9833704015720333,19.903049689252654,0.19674177169500068,3.6626031076639083,1.4351224672963285,3.731127728100363,0.093530829388695,0.1142137050927655,10.0,0.030837600714423548,0.8729633357789781,1.0,,1.0,0.0,1.7910211568943002,3,0,6,1,0,2,-0.007670459450266429,-0.015380796831417087,-0.00021474810794656443,0.203125,3,0,6,0,0,3,-0.005986557322333453,-0.011588953015058922,-0.0008702160607927097,0.07421875,7,0,2,2,0,1,0.006104602709687169,-0.002673717610028279,0.014812352269814588,0.25,4,0,5,1,0,2,-0.003920602827475478,-0.014030615661421492,0.006203799213771365,0.49609375,3,0,6,1,0,2,-0.010334184335160979,-0.021944717156806934,0.0002849701225378991,0.30078125,3,0,6,1,0,2,-0.004894675954522815,-0.014840955628565652,0.004989076025522322,0.49609375
csta_template_random_within_bank,False,0.9286200119459465,0.9041244925096885,0.9541332314251874,-0.01377506215995361,-0.012091160032020709,0.0,-0.010025205537162685,-0.016438787044848358,-0.01099927866420991,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.7887051984368452,0,0,9,0,0,3,-0.013775062159953598,-0.023717018494615046,-0.00587229764233837,0.00390625,1,0,8,0,0,3,-0.012091160032020622,-0.021459954128751207,-0.003329428048467021,0.01953125,0,9,0,0,3,0,0.0,0.0,0.0,,2,0,7,0,0,3,-0.010025205537162648,-0.0203448893965473,-0.00038712992812732256,0.07421875,2,0,7,0,0,3,-0.01643878704484815,-0.029983012321112803,-0.004969956940899376,0.0390625,3,0,6,0,0,3,-0.010999278664209985,-0.021309117464588728,-0.0022481405274325157,0.07421875
